Date,Campaign,Ad Group,Clicks,Impressions,Transactions,Sessions,Cost,Revenue
"Aug 31, 2022",PT(S) - 20190401 - Outerwear - Male,Parkas,10,110,0,11,13.05,0
"Aug 31, 2022",PT(S) - 20190308 - Branded Keywords,Branded (woman),0,1,0,0,0,0
"Aug 31, 2022",PT(S) - 20190401 - Outerwear - Female,Coat,1,49,0,2,5.12,0
"Aug 31, 2022",PT(S) - [New Structure] Campaign 1: Branded,Item category,0,0,0,2,0,0
"Aug 31, 2022",PT(S) - 20190401 - Outerwear - Female,Parkas,2,31,0,1,0.23,0
"Aug 31, 2022",PT(S) - 20220706 - Genderless Collection,Unisex,39,531,1,48,36.31,137.5
"Aug 31, 2022",PT(S) - 202104 - Women Jeans [paused],Women Jeans,0,0,0,2,0,0
"Aug 31, 2022",PT(S) - 202201 - Maternity,PT(S) - 202201 - Maternity - dynamic ad group,2,5,0,0,3.18,0
"Aug 31, 2022",PT(S) - 202111 - Competitor Brands,Competitors,109,3695,0,94,195,0
"Aug 31, 2022",PT(S) - Test Dynamic Search Ads - Recommended Categories,dynamic search,162,2413,0,34,287.29,0
"Aug 31, 2022",PT(S) - 20190320 - Tops & Bottoms - Female,T-shirt,26,193,0,30,26.38,0
"Aug 31, 2022",PT(S) - 202104 - Kids,Kids T shirt (girl),7,127,0,9,2.96,0
"Aug 31, 2022",PT(S) - 202104 - Women Shoes,Women Shoes,10,317,0,0,17.68,0
"Aug 31, 2022",PT(S) - 20200215 - SUW,Sport activities,14,230,0,17,10.35,0
"Aug 31, 2022",PT(S) - Uniqlo Graphic Tee (UT),Mickey Stands (1/8),11,97,0,12,10.49,0
"Aug 31, 2022",PT(S) - 20200215 - SUW,Sportswear,41,668,0,40,28.92,0
"Aug 31, 2022",PT(S) - 202104 - Kids,Kids Shorts & Pants,0,36,0,0,0,0
"Aug 31, 2022",PT(S) - 20190401 - Outerwear - Female,Jacket,22,189,0,25,6.52,0
"Aug 31, 2022",PT(S) - [New Structure] Campaign 2: General,Main - Kids & Babies,0,0,0,1,0,0
"Aug 31, 2022",PT(S) - 20210102 - Airism - Male,Airism Bedding,7,13,0,0,4.99,0
"Aug 31, 2022",PT(S) - 20210102 - Airism - Male,Airism General,16,111,0,21,7.659212,0
"Aug 31, 2022",PT(S) - 20190308 - Branded Keywords,Branded (General),490,1888,11,583,183.95,2084.3
"Aug 31, 2022",PT(S) - 20220704 - Sustainability JOIN,The Power of Clothing,70,1107,0,21,165.74,0
"Aug 31, 2022",PT(S) - 20220408 - Ramadan/Raya,Men,0,0,0,1,0,0
"Aug 31, 2022",PT(S) - 202203 - Kids & Baby Collection,Baby,5,46,0,7,4.83,0
"Aug 31, 2022",PT(S) - Uniqlo Graphic Tee (UT),UT Brands,0,19,0,0,0,0
"Aug 31, 2022",PT(S) - Uniqlo Graphic Tee (UT),MFA (Magic For All Timeless Favorites),16,77,0,21,16.21,0
"Aug 31, 2022",PT(S) - Uniqlo Graphic Tee (UT),Peace For All,1,14,0,2,0.38,0
"Aug 31, 2022",PT(S) - 202201 - Rayon,Shirt,1,14,0,1,1.21,0
"Aug 31, 2022",PT(S) - 20220706 - Women Jeans,Women,0,0,0,4,0,0
"Aug 31, 2022",PT(S) - 20190320 - Tops & Bottoms - Female,Hoodie,11,139,0,12,1.31,0
"Aug 31, 2022",PT(S) - 20190809 - Extra Size - Female,Plus Sizes,0,0,0,14,0,0
"Aug 31, 2022",PT(S) - 202201 - Maternity,Innerwear,4,34,0,4,2.76,0
"Aug 31, 2022",PT(S) - 202104 - Kids,Kids Dress,1,29,0,1,0.25,0
"Aug 31, 2022",PT(S) - Uniqlo Graphic Tee (UT),Sanrio (25/7),3,26,0,7,0.77,0
"Aug 31, 2022",PT(S) - 20190308 - Branded Keywords,Branded (jacket),2,4,0,3,0.11,0
"Aug 31, 2022",PT(S) - 202201 - Maternity,Dress,3,41,0,3,3.74,0
"Aug 31, 2022",PT(S) - 202104 - Kids,Kids T shirt (boy),3,55,0,3,1.99,0
"Aug 31, 2022",PT(S) - Uniqlo Graphic Tee (UT),New York Weekend Trip (18/7),1,4,0,1,0.01,0
"Aug 31, 2022",PT(S) - 20190401 - Outerwear - Female,Cardigan,5,54,0,5,2.8,0
"Aug 31, 2022",PT(S) - [New Structure] Campaign 1: Branded,Main,0,0,0,3,0,0
"Aug 31, 2022",PT(S) - 20190320 - Tops & Bottoms - Female,Sweat Pants,4,30,0,4,2.03,0
"Aug 31, 2022",PT(S) - 20210803 - Heattech,Heat Tech,124,1396,0,133,69.49,0
"Aug 31, 2022",PT(S) - 202104 - Women Work wear,Work In Comfort,0,0,1,2,0,144.7
"Aug 31, 2022",PT(S) - 202104 - Baby,Baby Girl T-Shirt,5,55,0,4,2.52,0
"Aug 31, 2022",PT(S) - 20220404 - Color Campaign,Men,0,0,0,1,0,0
"Aug 31, 2022",PT(S) - 20220706 - Men Jeans,Men,0,0,0,2,0,0
"Aug 31, 2022",PT(S) - 20220214 - UV Protection,Women,10,113,0,12,6.58,0
"Aug 31, 2022",PT(S) - 20190809 - Extra Size - Female,Extra Sizes,23,232,1,28,22.36,299.7
"Aug 31, 2022",PT(S) - 202104 - Baby,Baby Boy T-shirt,25,498,0,22,18.94,0
"Aug 31, 2022",PT(S) - 20210102 - Airism - Male,Airism Underwear,0,8,0,0,0,0
"Aug 31, 2022",PT(S) - 20220214 - UV Protection,Men,13,112,0,13,7.13,0
"Aug 31, 2022",PT(S) - 20190308 - Branded Keywords,Branded (men),0,3,0,0,0,0
"Aug 31, 2022",PT(S) - 202104 - Men Workwear,Work In Comfort,16,275,0,26,17.56,0
"Aug 31, 2022",PT(S) - 20210102 - Airism - Male,Airism Innerwear,0,1,0,0,0,0
"Aug 31, 2022",PT(S) - 20210102 - Airism - Male,Airism Tops,0,1,0,0,0,0
"Aug 31, 2022",PT(S) - 202201 - Rayon,Blouse/Tunic,1,17,0,1,0.15,0
"Aug 31, 2022",PT(S) - 20210102 - Airism - Female,Airism Bottoms,0,13,0,0,0,0
"Aug 31, 2022",PT(S) - Uniqlo Graphic Tee (UT),Andy Warhol x Kyoto,2,6,0,2,0.45,0
"Aug 31, 2022",PT(S) - 202104 - Women Loungewear,Women Lounge Wear,23,337,0,31,15.45,0
"Aug 31, 2022",PT(S) - 202104 - Men Workwear,Kando Pants - Men,8,67,0,4,2.79,0
"Aug 31, 2022",PT(S) - 20210102 - Airism - Female,Airism Innerwear & Underwear,7,41,0,13,5.59,0
"Aug 31, 2022",PT(S) - 202104 - Men Workwear,Oxford shirt - Men,11,130,0,13,6.73,0
"Aug 31, 2022",PT(S) - 20210102 - Airism - Female,Airism Bedding,9,24,0,1,10.44,0
"Aug 31, 2022",PT(S) - 20220404 - Color Campaign,Women,0,0,0,2,0,0
"Aug 31, 2022",PT(S) - 202201 - Rayon,Dress,1,6,0,1,0.04,0
"Aug 31, 2022",PT(S) - 202203 - Kids & Baby Collection,Kids,5,40,0,6,0.58,0
"Aug 31, 2022",PT(S) - 202201 - Waffle,Waffle,5,58,0,6,0.27,0
"Aug 31, 2022",PT(S) - 202104 - Kids,Kids Leggings & Tights,0,8,0,0,0,0
"Aug 31, 2022",PT(S) - 20190320 - Tops & Bottoms - Male (Hoodie/ Sweat Pants),Hoodie,0,0,0,3,0,0
"Aug 31, 2022",PT(S) - 20220214 - UV Protection,Kids,3,9,0,3,0.22,0
"Aug 31, 2022",PT(S) - 20210102 - Airism - Female,Airism General,9,73,0,10,3.81,0
"Aug 31, 2022",PT(S) - 20190401 - Outerwear - Female,Outerwear,8,130,0,9,2,0
"Aug 31, 2022",PT(S) - 20190320 - Tops & Bottoms - Female,Skirt,2,42,0,2,0.38,0
"Aug 31, 2022",PT(S) - [New Structure] Campaign 3: Seasonal,Father's Day,0,0,0,1,0,0
"Aug 31, 2022",PT(S) - 202108 - Men Underwear,Underwear,4,64,0,4,1.27,0
"Aug 31, 2022",PT(S) - 202104 - Lifewear,Lifewear,115,2515,1,114,157.78,219.7
"Aug 31, 2022",PT(S) - 20210102 - Airism - Female,Airism Tops,0,4,0,0,0,0
"Aug 31, 2022",PT(S) - 202201 - Maternity,Leggings,5,34,0,5,2.15,0
"Aug 31, 2022",PT(S) - 20220804 - Women and Men Essential Items,Flannel Collection,0,0,0,3,0,0
"Aug 31, 2022",PT(S) - Uniqlo Graphic Tee (UT),DPJ (Mickey & Friends),59,1404,0,53,207.04,0
"Aug 31, 2022",PT(S) - Uniqlo Graphic Tee (UT),Spy x Family (run until 14 Sep),22,239,1,28,11.49,119.8
"Aug 30, 2022",PT(S) - 202201 - Linen,Dress,0,22,0,0,0,0
"Aug 30, 2022",PT(S) - 20210102 - Airism - Male,Airism Underwear,1,6,0,0,0.02,0
"Aug 30, 2022",PT(S) - [New Structure] Campaign 1: Branded,Main,0,0,0,2,0,0
"Aug 30, 2022",PT(S) - 20190401 - Outerwear - Female,Jacket,19,211,0,20,6.82,0
"Aug 30, 2022",PT(S) - Uniqlo Graphic Tee (UT),New York Weekend Trip (18/7),0,6,0,0,0,0
"Aug 30, 2022",PT(S) - 20210102 - Airism - Male,Airism General,22,137,0,23,9.71,0
"Aug 30, 2022",PT(S) - Uniqlo Graphic Tee (UT),MFA (Magic For All Timeless Favorites),17,96,0,22,51.385072,0
"Aug 30, 2022",PT(S) - 20220513 - MPJ (Mame Kurogouchi),Women,0,0,0,1,0,0
"Aug 30, 2022",PT(S) - Uniqlo Graphic Tee (UT),Final Fantasy (1/8),0,0,1,1,0,59.9
"Aug 30, 2022",PT(S) - 202201 - Maternity,Dress,5,52,0,5,3.25,0
"Aug 30, 2022",PT(S) - 20190308 - Branded Keywords,Branded (men),3,4,0,3,0.26,0
"Aug 30, 2022",PT(S) - 20210803 - Heattech,Heat Tech,65,571,0,72,34.289579,0
"Aug 30, 2022",PT(S) - 202104 - Kids,Kids T shirt (boy),7,46,0,9,1.99,0
"Aug 30, 2022",PT(S) - 20190320 - Tops & Bottoms - Male (Hoodie/ Sweat Pants),Hoodie,13,160,0,22,5.39,0
"Aug 30, 2022",PT(S) - Uniqlo Graphic Tee (UT),Sanrio (25/7),4,53,0,7,0.71,0
"Aug 30, 2022",PT(S) - Test Dynamic Search Ads - Recommended Categories,dynamic search,124,1475,1,29,298.23,219.6
"Aug 30, 2022",PT(S) - 20190308 - Branded Keywords,Branded (woman),0,1,0,0,0,0
"Aug 30, 2022",PT(S) - 20220704 - Sustainability JOIN,The Power of Clothing,10,210,0,0,40.19,0
"Aug 30, 2022",PT(S) - Uniqlo Graphic Tee (UT),DPJ (Mickey & Friends),49,1422,0,36,227.292068,0
"Aug 30, 2022",PT(S) - 20210102 - Airism - Female,Airism General,21,101,0,29,18.3,0
"Aug 30, 2022",PT(S) - 20190401 - Outerwear - Female,Cardigan,4,67,0,4,1.56,0
"Aug 30, 2022",PT(S) - Uniqlo Graphic Tee (UT),Spy x Family (run until 14 Sep),19,206,1,28,8.96,179.7
"Aug 30, 2022",PT(S) - [New Structure] Campaign 1: Branded,Product name - Lifewear,0,0,0,3,0,0
"Aug 30, 2022",PT(S) - 20210803 - Women Innerwear & Underwear,Bratop,2,20,0,2,3.95,0
"Aug 30, 2022",PT(S) - 20190320 - Tops & Bottoms - Male (Hoodie/ Sweat Pants),Sweat Pants,6,54,0,6,1.9,0
"Aug 30, 2022",PT(S) - 20220706 - Women Jeans,Women,2,27,0,7,3.98,0
"Aug 30, 2022",PT(S) - 20220214 - UV Protection,Women,10,125,0,12,2.74,0
"Aug 30, 2022",PT(S) - Uniqlo Graphic Tee (UT),Mickey Stands (1/8),9,106,0,11,16.26,0
"Aug 30, 2022",PT(S) - 20210102 - Airism - Female,Airism Tops,0,1,0,0,0,0
"Aug 30, 2022",PT(S) - 20200215 - SUW,Sport activities,10,228,0,12,4.25,0
"Aug 30, 2022",PT(S) - [New Structure] Campaign 3: Seasonal,Father's Day,0,0,0,1,0,0
"Aug 30, 2022",PT(S) - 20190320 - Tops & Bottoms - Female,Sweat Pants,3,32,0,3,0.77,0
"Aug 30, 2022",PT(S) - 20210803 - Women Innerwear & Underwear,Underwear,5,105,0,5,6.94,0
"Aug 30, 2022",PT(S) - 20220404 - Color Campaign,Kids,0,1,0,1,0,0
"Aug 30, 2022",PT(S) - 202104 - Women Work wear,Dress,1,18,0,1,1.11,0
"Aug 30, 2022",PT(S) - 202201 - Maternity,Innerwear,6,21,0,9,3.15,0
"Aug 30, 2022",PT(S) - 20200215 - SUW,Sportswear,47,595,0,49,18.69,0
"Aug 30, 2022",PT(S) - 202201 - Maternity,Leggings,3,20,0,4,1.05,0
"Aug 30, 2022",PT(S) - 20190401 - Outerwear - Female,Outerwear,22,162,0,29,13.83,0
"Aug 30, 2022",PT(S) - 202104 - Baby,Baby Girl T-Shirt,3,64,0,3,2.34,0
"Aug 30, 2022",PT(S) - 202104 - Women Work wear,Women Long Pants,3,40,0,5,3.02,0
"Aug 30, 2022",PT(S) - 202104 - Kids,Kids Leggings & Tights,0,4,0,0,0,0
"Aug 30, 2022",PT(S) - 20190320 - Tops & Bottoms - Female,Hoodie,17,72,0,19,4.75,0
"Aug 30, 2022",PT(S) - [New Structure] Campaign 1: Branded,Item category,0,0,0,2,0,0
"Aug 30, 2022",PT(S) - Uniqlo Graphic Tee (UT),UT Brands,5,102,0,4,8.93,0
"Aug 30, 2022",PT(S) - 20220706 - Men Jeans,Men,5,55,0,6,0.86,0
"Aug 30, 2022",PT(S) - 202201 - Linen,Shirt & Blouse,8,56,0,6,6.54,0
"Aug 30, 2022",PT(S) - 20210102 - Airism - Male,Airism Tops,0,2,0,0,0,0
"Aug 30, 2022",PT(S) - 20190401 - Outerwear - Male,Parkas,2,73,0,3,0.7,0
"Aug 30, 2022",PT(S) - 20220318 - JWA Collection,Women,0,0,0,1,0,0
"Aug 30, 2022",PT(S) - 202104 - Baby,Baby Boy T-shirt,31,707,0,29,17.12,0
"Aug 30, 2022",PT(S) - 20210102 - Airism - Female,Airism Innerwear & Underwear,16,63,0,21,5.08,0
"Aug 30, 2022",PT(S) - 20220404 - Color Campaign,Men,0,3,0,0,0,0
"Aug 30, 2022",PT(S) - 202104 - Men Workwear,Work In Comfort,9,92,0,11,17.87,0
"Aug 30, 2022",PT(S) - 202104 - Women Work wear,Ankle & Cropped pants,1,5,0,1,0.73,0
"Aug 30, 2022",PT(S) - 202104 - Women Work wear,Leggings,1,8,0,1,0.25,0
"Aug 30, 2022",PT(S) - 202104 - Kids,Kids T shirt (girl),6,158,0,4,2.08,0
"Aug 30, 2022",PT(S) - 20190401 - Outerwear - Female,Parkas,1,35,0,1,0.29,0
"Aug 30, 2022",PT(S) - 20220214 - UV Protection,Men,19,192,0,17,10.16,0
"Aug 30, 2022",PT(S) - 20190809 - Extra Size - Female,Plus Sizes,0,0,1,13,0,229.4
"Aug 30, 2022",PT(S) - 202201 - Rayon,Dress,0,7,0,0,0,0
"Aug 30, 2022",PT(S) - 20190308 - Branded Keywords,Branded (jacket),0,9,0,0,0,0
"Aug 30, 2022",PT(S) - 202104 - Women Loungewear,Women Lounge Wear,40,376,0,48,23.99,0
"Aug 30, 2022",PT(S) - 202104 - Lifewear,Lifewear,43,795,0,43,39.113947,0
"Aug 30, 2022",PT(S) - 20190401 - Outerwear - Female,Coat,7,67,0,8,6.12,0
"Aug 30, 2022",PT(S) - 202104 - Women Work wear,Shirt & Blouses,2,13,0,3,1.23,0
"Aug 30, 2022",PT(S) - 202104 - Women Work wear,Work In Comfort,1,22,0,2,0.28,0
"Aug 30, 2022",PT(S) - 20190809 - Extra Size - Female,Extra Sizes,23,225,0,23,29.165876,0
"Aug 30, 2022",PT(S) - 20220706 - Genderless Collection,Unisex,46,1696,0,51,52.916263,0
"Aug 30, 2022",PT(S) - 202104 - Kids,Kids Shorts & Pants,2,37,0,2,1.04,0
"Aug 30, 2022",PT(S) - 202104 - Men Workwear,Oxford shirt - Men,5,57,0,8,0.99,0
"Aug 30, 2022",PT(S) - 20220804 - Women and Men Essential Items,Flannel Collection,55,1858,0,55,75.719127,0
"Aug 30, 2022",PT(S) - 20220510 - Hana Tajima,Women,0,0,1,2,0,184.5
"Aug 30, 2022",PT(S) - 202201 - Rayon,Shirt,1,18,0,1,0.56,0
"Aug 30, 2022",PT(S) - 20210102 - Airism - Female,Airism Bottoms,0,5,0,0,0,0
"Aug 30, 2022",PT(S) - Uniqlo Graphic Tee (UT),Peace For All,3,44,0,3,6.64,0
"Aug 30, 2022",PT(S) - 202203 - Kids & Baby Collection,Kids,11,58,0,14,5.87,0
"Aug 30, 2022",PT(S) - 20190320 - Tops & Bottoms - Female,T-shirt,23,166,0,35,17.11,0
"Aug 30, 2022",PT(S) - 20210803 - Women Innerwear & Underwear,Bra,6,158,0,8,8.77,0
"Aug 30, 2022",PT(S) - 20210102 - Airism - Male,Airism Bedding,6,12,0,0,6.53,0
"Aug 30, 2022",PT(S) - 202104 - Kids,Kids Dress,3,20,0,3,1.4,0
"Aug 30, 2022",PT(S) - 20210102 - Airism - Female,Airism Bedding,2,33,0,0,3.03,0
"Aug 30, 2022",PT(S) - 202201 - Maternity,PT(S) - 202201 - Maternity - dynamic ad group,2,8,0,0,1.68,0
"Aug 30, 2022",PT(S) - [New Structure] Campaign 2: General,Category Item - Women,0,0,0,1,0,0
"Aug 30, 2022",PT(S) - 202203 - Kids & Baby Collection,Baby,8,93,0,12,6.55,0
"Aug 30, 2022",PT(S) - 202104 - Women Work wear,Accessories,5,35,0,8,4.9,0
"Aug 30, 2022",PT(S) - 20220214 - UV Protection,Kids,3,15,0,2,0.45,0
"Aug 30, 2022",PT(S) - 20220404 - Color Campaign,Women,0,9,0,1,0,0
"Aug 30, 2022",PT(S) - 20190320 - Tops & Bottoms - Female,Skirt,4,27,0,8,0.93,0
"Aug 30, 2022",PT(S) - 202201 - Waffle,Waffle,13,95,0,13,6.68,0
"Aug 30, 2022",PT(S) - 202201 - Linen,Pants & Shorts,6,49,0,6,2.51,0
"Aug 30, 2022",PT(S) - 202104 - Men Workwear,Kando Pants - Men,0,15,0,0,0,0
"Aug 30, 2022",PT(S) - 202201 - Rayon,Blouse/Tunic,5,28,0,4,6.41,0
"Aug 30, 2022",PT(S) - 20190308 - Branded Keywords,Branded (General),532,1805,6,659,196.93,1378
"Aug 30, 2022",PT(S) - 20210803 - Women Innerwear & Underwear,Women's Innerwear/femtech,3,26,0,4,3.2,0
"Aug 30, 2022",PT(S) - 202111 - Competitor Brands,Competitors,13,591,0,18,17.89,0
"Aug 30, 2022",PT(S) - Uniqlo Graphic Tee (UT),Jujutsu Kaisen,0,0,0,1,0,0
"Aug 30, 2022",PT(S) - Uniqlo Graphic Tee (UT),Andy Warhol x Kyoto,1,5,0,1,0.16,0
"Aug 30, 2022",PT(S) - 202104 - Women Shoes,Women Shoes,9,226,0,0,15.43,0
"Aug 30, 2022",PT(S) - 202108 - Men Underwear,Underwear,1,60,0,3,0.1,0
"Aug 29, 2022",PT(S) - 20190401 - Outerwear - Female,Coat,2,62,0,2,4.54,0
"Aug 29, 2022",PT(S) - 20210102 - Airism - Female,Airism General,20,118,0,30,15.55,0
"Aug 29, 2022",PT(S) - 202104 - Women Loungewear,Women Lounge Wear,33,372,0,37,25.45,0
"Aug 29, 2022",PT(S) - 20210803 - Women Innerwear & Underwear,Bratop,1,33,0,1,2,0
"Aug 29, 2022",PT(S) - 20190320 - Tops & Bottoms - Female,T-shirt,23,159,0,27,22.472857,0
"Aug 29, 2022",PT(S) - 20220704 - Sustainability JOIN,The Power of Clothing,5,56,0,1,3.58,0
"Aug 29, 2022",PT(S) - 20220706 - Genderless Collection,Unisex,38,2313,0,46,27.328557,0
"Aug 29, 2022",PT(S) - 20200215 - SUW,Sportswear,39,454,0,48,20.49,0
"Aug 29, 2022",PT(S) - Uniqlo Graphic Tee (UT),Sanrio (25/7),3,35,0,7,1.37,0
"Aug 29, 2022",PT(S) - 20190320 - Tops & Bottoms - Female,Skirt,2,13,0,2,0.44,0
"Aug 29, 2022",PT(S) - 20190809 - Extra Size - Female,Plus Sizes,0,0,0,9,0,0
"Aug 29, 2022",PT(S) - 202201 - Maternity,Innerwear,5,42,0,6,1.3,0
"Aug 29, 2022",PT(S) - 20190401 - Outerwear - Male,Parkas,12,101,0,14,16.86,0
"Aug 29, 2022",PT(S) - 20210102 - Airism - Female,Airism Tops,0,8,0,0,0,0
"Aug 29, 2022",PT(S) - 20220214 - UV Protection,Kids,2,18,0,2,0.42,0
"Aug 29, 2022",PT(S) - 20220510 - Hana Tajima,Women,0,0,0,1,0,0
"Aug 29, 2022",PT(S) - 20220615 - E-Member Celebration,E-Members Celebration,0,0,0,1,0,0
"Aug 29, 2022",PT(S) - 20210102 - Airism - Female,Airism Bottoms,0,6,0,0,0,0
"Aug 29, 2022",PT(S) - 202201 - Linen,Pants & Shorts,2,32,0,4,1.17,0
"Aug 29, 2022",PT(S) - 20190320 - Tops & Bottoms - Male (Hoodie/ Sweat Pants),Sweat Pants,8,58,0,8,4.15,0
"Aug 29, 2022",PT(S) - 202104 - Lifewear,Lifewear,24,459,0,27,23.399795,0
"Aug 29, 2022",PT(S) - Uniqlo Graphic Tee (UT),UT Brands,2,35,0,2,0.48,0
"Aug 29, 2022",PT(S) - 202104 - Kids,Kids Shorts & Pants,4,31,0,5,3.52,0
"Aug 29, 2022",PT(S) - 20220404 - Color Campaign,Kids,3,24,0,3,1.95,0
"Aug 29, 2022",PT(S) - [New Structure] Campaign 3: Seasonal,Father's Day,0,0,0,1,0,0
"Aug 29, 2022",PT(S) - 202104 - Women Shoes,Women Shoes,9,241,0,1,10.6,0
"Aug 29, 2022",PT(S) - 20190401 - Outerwear - Female,Jacket,27,232,0,32,6.94,0
"Aug 29, 2022",PT(S) - 20220214 - UV Protection,Men,16,176,0,18,12.58,0
"Aug 29, 2022",PT(S) - 20190308 - Branded Keywords,Branded (men),2,2,0,2,0.04,0
"Aug 29, 2022",PT(S) - [New Structure] Campaign 1: Branded,Product name - Lifewear,0,0,0,2,0,0
"Aug 29, 2022",PT(S) - 202203 - Kids & Baby Collection,Kids,9,89,0,14,5.85,0
"Aug 29, 2022",PT(S) - 20220404 - Color Campaign,Men,4,43,0,4,8.62,0
"Aug 29, 2022",PT(S) - 202108 - Men Underwear,Underwear,7,81,0,7,4.6,0
"Aug 29, 2022",PT(S) - 202104 - Kids,Kids Dress,0,29,0,0,0,0
"Aug 29, 2022",PT(S) - Uniqlo Graphic Tee (UT),THE LOUVRE X YU NAGABA,0,0,0,1,0,0
"Aug 29, 2022",PT(S) - 20220513 - MPJ (Mame Kurogouchi),Women,0,0,0,2,0,0
"Aug 29, 2022",PT(S) - 202104 - Women Work wear,Accessories,6,82,0,13,3.57,0
"Aug 29, 2022",PT(S) - 20200215 - SUW,Sport activities,15,198,0,17,4.85,0
"Aug 29, 2022",PT(S) - 202104 - Kids,Kids T shirt (boy),5,73,0,6,1.7,0
"Aug 29, 2022",PT(S) - 20190320 - Tops & Bottoms - Male (Hoodie/ Sweat Pants),Hoodie,30,238,0,40,11.95,0
"Aug 29, 2022",PT(S) - 202203 - Kids & Baby Collection,Baby,12,105,0,12,15.52,0
"Aug 29, 2022",PT(S) - 20210803 - Women Innerwear & Underwear,Underwear,6,141,0,5,5.97,0
"Aug 29, 2022",PT(S) - [New Structure] Campaign 2: General,Category Item - Women,0,0,1,1,0,184.7
"Aug 29, 2022",PT(S) - 20220404 - Color Campaign,Women,5,65,0,6,12.92,0
"Aug 29, 2022",PT(S) - [New Structure] Campaign 1: Branded,Main,0,0,0,4,0,0
"Aug 29, 2022",PT(S) - 20190809 - Extra Size - Female,Extra Sizes,20,300,0,24,14.56,0
"Aug 29, 2022",PT(S) - 202104 - Kids,Kids Leggings & Tights,0,22,0,1,0,0
"Aug 29, 2022",PT(S) - 202201 - Maternity,Dress,7,55,0,7,5.35,0
"Aug 29, 2022",PT(S) - 20210102 - Airism - Male,Airism Innerwear,0,1,0,0,0,0
"Aug 29, 2022",PT(S) - 202104 - Women Work wear,Dress,5,70,0,4,0.71,0
"Aug 29, 2022",PT(S) - Uniqlo Graphic Tee (UT),Spy x Family (run until 14 Sep),24,198,1,29,16.68,59.9
"Aug 29, 2022",PT(S) - Uniqlo Graphic Tee (UT),MFA (Magic For All Timeless Favorites),9,54,0,10,2.46,0
"Aug 29, 2022",PT(S) - 20210102 - Airism - Male,Airism General,22,118,0,23,24.44,0
"Aug 29, 2022",PT(S) - 20190320 - Tops & Bottoms - Female,Sweat Pants,1,20,0,1,0.36,0
"Aug 29, 2022",PT(S) - 202201 - Rayon,Blouse/Tunic,0,8,0,0,0,0
"Aug 29, 2022",PT(S) - 202104 - Kids,Kids T shirt (girl),9,221,0,12,4.11,0
"Aug 29, 2022",PT(S) - 20210803 - Women Innerwear & Underwear,Women's Innerwear/femtech,2,38,0,2,1.9,0
"Aug 29, 2022",PT(S) - 202201 - Rayon,Dress,0,4,0,0,0,0
"Aug 29, 2022",PT(S) - 20210102 - Airism - Female,Airism Bedding,6,26,0,1,6.83,0
"Aug 29, 2022",PT(S) - 202201 - Linen,Shirt & Blouse,3,94,0,4,4.01,0
"Aug 29, 2022",PT(S) - 20190308 - Branded Keywords,Branded (jacket),1,10,0,1,0.02,0
"Aug 29, 2022",PT(S) - 202104 - Baby,Baby Girl T-Shirt,1,47,0,1,1.7,0
"Aug 29, 2022",PT(S) - 20220214 - UV Protection,Women,16,177,0,24,5.32,0
"Aug 29, 2022",PT(S) - 202201 - Rayon,Shirt,2,11,0,4,0.71,0
"Aug 29, 2022",PT(S) - 202201 - Maternity,PT(S) - 202201 - Maternity - dynamic ad group,1,6,0,0,0.8,0
"Aug 29, 2022",PT(S) - 20210803 - Heattech,Heat Tech,48,468,0,66,26.27,0
"Aug 29, 2022",PT(S) - 20190401 - Outerwear - Female,Outerwear,22,178,0,25,9.58,0
"Aug 29, 2022",PT(S) - 20210102 - Airism - Male,Airism Underwear,0,7,0,0,0,0
"Aug 29, 2022",PT(S) - 202201 - Maternity,Leggings,5,44,0,7,2.28,0
"Aug 29, 2022",PT(S) - 202104 - Women Work wear,Ankle & Cropped pants,2,25,0,2,0.06,0
"Aug 29, 2022",PT(S) - 202104 - Women Work wear,Shirt & Blouses,5,35,0,5,2.76,0
"Aug 29, 2022",PT(S) - 202104 - Women Work wear,Leggings,1,27,0,1,0.25,0
"Aug 29, 2022",PT(S) - 20190401 - Outerwear - Female,Parkas,6,41,0,9,1.7,0
"Aug 29, 2022",PT(S) - 20210102 - Airism - Female,Airism Innerwear & Underwear,4,37,0,6,0.36,0
"Aug 29, 2022",PT(S) - 202104 - Men Workwear,Oxford shirt - Men,20,158,0,16,10.54,0
"Aug 29, 2022",PT(S) - 202104 - Men Workwear,Kando Pants - Men,5,36,0,0,1.46,0
"Aug 29, 2022",PT(S) - Uniqlo Graphic Tee (UT),Mickey Stands (1/8),10,92,0,13,2.9,0
"Aug 29, 2022",PT(S) - Test Dynamic Search Ads - Recommended Categories,dynamic search,82,953,0,15,100.06,0
"Aug 29, 2022",PT(S) - 202201 - Waffle,Waffle,10,91,0,11,0.77,0
"Aug 29, 2022",PT(S) - 20220706 - Women Jeans,Women,22,391,0,26,19.95,0
"Aug 29, 2022",PT(S) - 202104 - Men Workwear,Work In Comfort,19,216,0,27,13.21,0
"Aug 29, 2022",PT(S) - 20210803 - Women Innerwear & Underwear,Bra,8,262,0,8,11.51,0
"Aug 29, 2022",PT(S) - 20210102 - Airism - Male,Airism Bedding,2,4,0,1,1.06,0
"Aug 29, 2022",PT(S) - 20190401 - Outerwear - Female,Cardigan,13,77,0,13,13.03,0
"Aug 29, 2022",PT(S) - 202104 - Women Work wear,Women Long Pants,17,184,0,18,6.95,0
